Unnamed: 0.1,Unnamed: 0,Job_Role,Skills/Description,lda_topic,lda_score
2571,2571,Data Engineer - Azure,"['azure_data_factory', 'java', 'analysis_services', 'data_engineer', 'azure_data_lake', 'data_architecture', 'etl', 'python']",7,0.7666683
2572,2572,Python + Big Data Engineer,"['etl_tool', 'nosql', 'design_patterns', 'data_structures', 'hadoop', 'big_data_engineer', 'spark', 'data_processing']",7,0.8711081
2573,2573,Data Engineer-Azure,"['computer_science', 'rdbms', 'database_design', 'schema', 'data_quality', 'informatica', 'teradata', 'monitoring']",2,0.50302505
2574,2574,Data Engineer: Master Data Management,"['ui_development', 'web_services', 'data_modeling', 'master_data_management', 'informatica', 'it_skills', 'java', 'elastic_search']",0,0.4325209
2575,2575,Data Engineer: Advanced Analytics,"['data_analysis', 'ftp', 'soa', 'project_management', 'sql', 'it_skills', 'python', 'aws']",1,0.54020387
2576,2576,Data Protection Engineer,"['security', 'communication', 'patch_management', 'pci_dss', 'remediation', 'manager_internal_audit', 'hp_data_protector', 'cyber_security']",0,0.29001442
2577,2577,"Principal Engineer, Data Platform (Data-as-a-Service)","['it_skills', 'java', 'python', 'software_development', 'big_data', 'core_java', 'scala', 'hadoop']",1,0.46651593
2578,2578,Big Data DevOps Engineer,"['devops', 'big_data', 'redis', 'mongodb', 'elastic_search', 'nosql', 'mysql', 'cassandra']",7,0.5628611
2580,2580,Data Consulting Data Platform Engineer,"['procurement', 'supply_chain', 'automation', 'data_management', 'bfsi', 'consulting', 'agile', 'healthcare']",5,0.6546473
2581,2581,Data Consulting Data Platform Engineer,"['iot', 'blockchain', 'informatica', 'strategy', 'azure', 'agile', 'devops', 'collibra']",1,0.6715977
2582,2582,Power BI Data Analyst,"['power_bi', 'communication', 'etl', 'stored_procedure', 'sql_queries', 'sql', 't', 'it_skills']",0,0.6525445
2583,2583,Business Analyst/Data Analyst,"['sdlc', 'communication', 'data_analytics', 'presentation', 'software_development_lifecycle', 'it_skills', 'software_development', 'business_analyst']",5,0.3399614
2584,2584,Data Protection Engineer,"['it_skills', 'cloud', 'azure', 'patch_management', 'pci_dss', 'remediation', 'manager_internal_audit', 'hp_data_protector']",0,0.29409352
2585,2585,Principal Data Analyst I,"['asset_management/', 'exploratory_data_analysis', 'use_cases', 'brd', 'artificial_intelligence', 'data_visualization', 'tableau', 'data_analytics']",4,0.4258436
2586,2586,Data Analyst with leading Indian MNC,"['agile', 'metrics', 'agile_environment', 'business_understanding', 'kpis', 'data_analysts', 'analytics']",5,0.87564653
2587,2587,"Analyst, Data Governance I","['markit_edm', 'informatica_power_center', 'informatica_dq', 'data_governance', 'informatica_edc', 'power_bi', 'data_management', 'tableau']",3,0.5994536
2588,2588,"Analyst, Data Gov II","['api', 'sql', 'python', 'management_reporting', 'process_flow', 'data_quality', 'metadata_management', 'excel_powerpoint']",0,0.3412733
2589,2589,"Analyst, Data Gov II","['sql', 'api', 'python', 'collibra', 'metadata_management', 'edc', 'process_design', 'axon']",1,0.52898115
2590,2590,Big Data (Data Analysis) Developer,"['data_analysis', 'staffing', 'network_services', 'unix_shell_scripting', 'python', 'hive', 'it_support', 'sqoop']",5,0.35752353
2591,2591,Big Data (Data Analysis) Developer,"['data_analysis', 'xml', 'big_data', 'python', 'hbase', 'hive', 'application_design', 'oozie']",7,0.3491722
2592,2592,Research Scientist,"['telecom', 'data_management', 'customer_service', 'monitoring', 'python', 'wan', 'time_series_analysis', 'cloud']",5,0.45889768
2593,2593,Team Lead/Consultant-Data Science,"['publishing', 'architecture', 'consulting', 'machine_learning', 'analytics', 'business_administration', 'data_science', 'management']",5,0.6815573
2594,2594,Team Lead/Consultant-Data Science,"['machine_learning', 'publishing', 'data_science', 'architecture', 'artificial_intelligence', 'consulting', 'natural_language_processing', 'management']",5,0.46124163
2595,2595,Senior Data Analyst,"['sql', 'data_visualization', 'data_warehousing', 'etl', 'data_analytics', 'tableau', 'data_integration', 'data_modeling']",4,0.76477987
2596,2596,Snowflake Data Warehouse Application Lead,"['e-learning', 'metadata', 'consulting', 'data_structures', 'msp', 'snowflake', 'access', 'azure']",2,0.6633509
2597,2597,"SR. ASSOCIATE, SOFTWARE ENGINEERING(Data Engineering)","['computer_science', 'process_improvement', 'postgresql', 'mysql', 'data_processing', 'wellness', 'microsoft_azure', 'open_source']",2,0.48710057
2598,2598,"Senior Data Analyst, DMAT (Data Management and Analytics Tools)","['spark_sql', 'senior_data_analyst', 'data_management', 'data_analysis', 'time_series', 'e_-_commerce', 'analytics', 'business_analysis']",5,0.48311436
2599,2599,"Senior Data Analyst, DMAT (Data Management and Analytics Tools)","['communication_skills', 'data_management', 'big_data', 'ecommerce', 'data_analyst', 'tableau', 'analytics', 'python']",4,0.59504104
2600,2600,Sr Customer Data Analyst(Bangalore),"['sql', 'data', 'visualization_tools', 'business_analyst', 'data_optimization', 'google_spreadsheet', 'analytics', 'microsoft_excel']",5,0.7237437
2601,2601,"Senior Analyst, Data Science & Analytics","['operations_research', 'automation', 'linux', 'analytical', 'consulting', 'business_intelligence', 'macros', 'portfolio_management']",5,0.5196144
2602,2602,Sr Data Warehouse Analyst,"['testing', 'ssas', 'ssrs', 'analytical', 'microsoft_bi', 'database_performance_tuning', 'oracle', 'ssis']",2,0.41404882
2603,2603,Sr. Big Data Analyst,"['it_skills', 'python', 'big_data', 'computer_science', 'performance_tuning', 'git', 'sas', 'scala']",1,0.30158773
2604,2604,Senior Analyst - Data Processing,"['computer_science', 'analytical_skills', 'analyst', 'pdf', 'sas', 'product_innovation', 'consumer_insights', 'data_processing']",5,0.77469873
2605,2605,Senior Analyst ? Data Science and Artificial Intelligence,"['advanced_analytics', 'deep_learning', 'analyst', 'neo4j', 'sas', 'artificial_intelligence', 'predictive_modeling', 'big_data']",6,0.41705167
2606,2606,"Senior Analyst - AI/RPA, Lending, Big Data and Analytics","['primary_research', 'senior_analyst', 'analytical', 'consulting', 'management_consulting', 'research', 'analytics', 'secondary_research']",2,0.39501345
2607,2607,Senior Data Analyst - Workforce Management Planning,"['analyst', 'data_analysis', 'workforce_management', 'staffing', 'process_improvement', 'manager_technology', 'scheduling', 'data_analyst']",5,0.7820733
2608,2608,Sr. Quality Analyst - Data,"['bpo', 'manager_quality_assurance', 'etl_testing', 'reconciliation', 'database', 'senior_quality_analyst', 'manager_technology', 'data_quality']",2,0.3907314
2609,2609,Analyst/Senior Analyst - Data Processing,"['analytical_skills', 'analyst', 'administration', 'pdf', 'sas', 'product_innovation', 'data_processing', 'market_research']",5,0.654921
2610,2610,Data Analyst - GO-PAY,"['product_management', 'computer_science', 'data_analysis', 'html', 'business_intelligence', 'data_mining', 'analytics', 'sql']",5,0.4003028
2611,2611,Urgently Hiring For Data Research Analyst - Bangalore,"['data_analysis', 'market_research', 'python', 'data_research', 'sas', 'research_analysis', 'tableau', 'data_research_analyst']",4,0.38596803
2612,2612,Senior Manager Data and AI Delivery,"['supply_chain', 'computer_science', 'cloud_computing', 'project_management', 'business_analytics', 'machine_learning', 'agile', 'data_structures']",2,0.48357886
2613,2613,IT Security Data Privacy Analyst,"['it_security', 'cyber_security', 'iso_27001_lead_auditor', 'hipaa', 'information_security', 'nist', 'gdpr', 'data_privacy']",0,0.76365495
2614,2614,Data Visualization Analyst - Tableau/ Power BI,"['power_bi', 'data_visualization', 'dashboard_development', 'tableau_software', 'sql', 'r_language', 'data_analysis', 'data_analytics']",4,0.74302757
2615,2615,"Senior Advisor, Data Science","['postgresql', 'sql_server', 'oracle', 'c', 'cassandra', 'probability', 'machine_learning', 'statistics']",6,0.42661887
2616,2616,Data Engineering - Associate Vice President,"['computer_science', 'interpersonal_skills', 'coding', 'people_management_skills', 'analytical', 'project_management', 'scala', 'stakeholder_management']",5,0.7808995
2617,2617,Senior Manager - Big Data,"['big_data', 'it_skills', 'python', 'software_development', 'testing', 'data_science', 'cloud', 'oracle']",1,0.8869311
2618,2618,MIS Executive | Data Analyst,"['mis_executive', 'mis', 'mis_manager', 'excel_dashboards', 'vlookup', 'formulas', 'advanced_excel', 'macros']",5,0.40188968
2619,2619,SQL Data Analyst,"['data_modeling', 'business_analysis', 'database_design', 'mysql', 'agile', 'data_structures', 'data_analyst', 'business_intelligence']",5,0.48665628
2620,2620,Data Analyst,"['six_sigma', 'data_science', 'data_modeling', 'data_mining', 'etl', 'it_skills', 'sql']",4,0.55326176
2621,2621,Data Analyst,"['catastrophe_modeling', 'data_analysis', 'sql_database', 'ms_office', 'data_review', 'catastrophe_risk_analysis']",3,0.6369995
2622,2622,Data & Analytics Tech - Big Data - Senior Manager,"['data_management', 'data_modeling', 'rdbms', 'mysql', 'qlikview', 'oracle', 'analytics', 'sql']",2,0.44785488
2623,2623,Sr. Data Architect,"['performance_tuning', 'automation', 'manager_quality_assurance', 'data_modeling', 'agile', 'oracle', 'teradata', 'open_source']",2,0.7236497
2624,2624,Data Analyst,"['python', 'data_mining', 'tableau', 'excel', 'data_quality', 'r', 'sql_queries', 'data_analysis']",4,0.56667805
2625,2625,Data Management Analyst,"['data_management', 'sql', 'data_quality', 'data_governance', 'metadata', 'teradata']",5,0.47382796
2626,2626,Data Quality Analyst,"['data_analyst', 'trade_reporting', 'risk_mitigation']",4,0.7307307
2627,2627,ESG Data Analyst - Alternative Data (Japanese Speaking),"['data_analysis', 'pdf', 'excel', 'social_media', 'workflow', 'data_quality', 'data_analytics', 'japanese']",5,0.602004
2628,2628,Data analytics_SR Analyst,"['supply_chain', 'microstrategy', 'automation', 'usage', 'analytical', 'data_collection', 'business_intelligence', 'merchandising']",5,0.75373304
2629,2629,Analyst - Data Management and Governance,"['plm', 'data_management', 'nutrition', 'test_scripts', 'pharmacy', 'customer_service', 'visio', 'ms_office']",1,0.34952936
2630,2630,Data Analyst,"['data_analysis', 'data_management', 'pharmacy', 'healthcare', 'oncology', 'data_quality', 'healthcare_analytics', 'data_mining']",5,0.67304957
2631,2631,Data Analyst,"['bpo', 'data_analysis', 'erp', 'publishing', 'kaizen', 'data_analyst', 'advanced_excel', 'powerpoint']",5,0.62219554
2632,2632,"Analyst, Data Management and Governance","['bpo', 'troubleshooting', 'plm', 'change_management', 'oracle_agile', 'data_management', 'product_lifecycle_management', 'master_data']",3,0.5852931
2633,2633,Looking For Data Analyst,"['data_visualization', 'data_warehousing', 'etl', 'it_skills', 'data_science', 'cloud', 'big_data', 'tableau']",1,0.4411381
2634,2634,ERP Data Analyst,"['computer_science', 'project_tracking', 'project_management', 'process_improvement', 'soc', 'javascript', 'data_integrity', 'data_analyst']",5,0.63709444
2635,2635,Assoc Data Analyst,"['it_skills', 'python', 'big_data', 'aws', 'digital_marketing', 'tableau', 'computer_science', 'data_analysis']",1,0.5812533
2636,2636,Data Analyst I,"['computer_science', 'data_analysis', 'metadata', 'coding', 'rdbms', 'analytical', 'agile', 'data_structures']",2,0.70461327
2638,2638,Data Analyst,"['computer_science', 'data_analysis', 'data_management', 'analytical', 'agile', 'data_analyst', 'data_mining', 'analytics']",5,0.88918096
2639,2639,Jeevansathi.com is hiring For Product Operations - Data Analyst,"['data_analysis', 'data_mining', 'sql', 'mysql', 'data_extraction', 'sql_database', 'dashboard_development', 'dashboards']",4,0.6290487
2640,2640,Associate Data Warehouse Engineer,"['health_insurance', 'data_science', 'diversity_and_inclusion', 'programming', 'data_mining', 'operations', 'business_banking', 'product_marketing']",5,0.29782784
2641,2641,Data Analyst,"['analytical', 'sas_sql', 'sas', 'sql', 'computer_science', 'analytical_skills', 'economics', 'data_analyst']",5,0.5823559
2642,2642,Data Analyst,"['computer_science', 'data_analysis', 'hp_data_protector', 'business_analysis', 'business_analytics', 'analytical', 'venture_capital', 'data_integrity']",5,0.6672008
2644,2644,Data Analyst,"['data_analysis', 'data_warehousing', 'hadoop', 'java', 'etl', 'sas', 'r', 'verbal']",4,0.4771574
2645,2645,Field Data Analyst (FDA),"['product_engineering', 'application_engineering', 'excel', 'reliability_engineering', 'data_analytics', 'data_analyst', 'management', 'data_mining']",5,0.5130353
2646,2646,Data Analyst with Strong SQL,"['informatica_powercenter', 'big_data', 'analytical', 'modeling', 'etl', 'data_warehousing', 'sql', 'it_skills']",1,0.38611838
2647,2647,Analyst - Data Mgmt Quant Analysis,"['loans', 'quality_standards', 'ms_access', 'financial_instruments', 'debugging', 'programming', 'swaps', 'legal_documentation']",3,0.4405628
2648,2648,Data Analyst,"['mis_reporting', 'data_analysis', 'excel', 'sales_operations', 'vlookup', 'data_analyst', 'mis_generation', 'powerpoint']",5,0.78207034
2649,2649,data analyst,"['automation', 'tableau', 'excel', 'sales_operations', 'data_analyst', 'management', 'sql_scripting', 'analytics']",5,0.530085
2650,2650,Data analyst,"['data_analytics', 'risk_management', 'oracle', 'bi_development', 'teradata', 'communication', 'sql_server', 'sas']",5,0.5524537
2651,2651,Data Analyst,"['communication_skills', 'r', 'social_media', 'analytical_skills', 'data_analysis', 'data_visualization', 'data_analyst', 'tableau']",4,0.58654535
2652,2652,Data Analyst,"['ms_sql', 'sas', 'rdbms', 'xml', 'mysql', 'stored_procedures', 'ssis', 'data_warehousing']",2,0.40851086
2653,2653,Data Analyst II,"['supply_chain', 'computer_science', 'data_analysis', 'metadata', 'interpersonal_skills', 'analytical', 'data_structures', 'data_analyst']",5,0.6108807
2654,2654,Data reporting analyst,"['training', 'data_analysis', 'automation', 'usage', 'excel', 'business_reporting', 'reporting_analyst', 'data_reporting']",5,0.7774636
2655,2655,Data Analyst,"['accessories', 'data_analysis', 'google_analytics', 'analytical', 'machine_learning', 'data_structures', 'reporting_tools', 'sql']",5,0.318568
2656,2656,Data Analyst ( Ad Tech & Analytics ),"['excel', 'computer_science', 'data_analyst', 'tableau', 'data_analytics', 'sql']",4,0.7018902
2657,2657,Data Analyst & Business Analyst Fresher Experience Can Apply,"['data_science', 'business_consulting', 'core_and_advance_python_programming', 'business_analysis', 'python', 'algorithms', 'power_bi', 'data_management']",0,0.41572323
2658,2658,Reference Data Management - Analyst,"['manager_quality_assurance', 'capital_iq', 'data_management', 'bloomberg', 'data_collection', 'data_quality', 'microsoft', 'analytics']",5,0.8893836
2659,2659,Business Intelligence (Data & Analytics) Business Analyst,"['qlik_sense', 'business_analyst', 'analytical', 'power_bi', 'data_analytics', 'agile_methodology', 'data_visualization', 'business_intelligence']",4,0.37711632
2660,2660,Developers Data Analyst,"['machine_learning', 'software_development_life', 'waterfall', 'pl_/_sql', 'join', 'data_analysis', 'customer_analytics', 'communication']",3,0.4059929
2661,2661,Data Analyst,"['sas', 'data_analysis']",4,0.6427864
2662,2662,OFSAA-FSDF Data Analyst,"['plsql', 'data_analyst', 'mom', 'data_mapping']",3,0.65802306
2663,2663,Data Analyst,"['excel', 'business_analysis', 'big_data_analytics', 'data_analyst', 'customer_service', 'data_mining', 'automotive', 'sql']",4,0.40956995
2664,2664,Business Analyst - Data Governance,"['associate_analyst', 'primary_research', 'business_analyst', 'equity_research', 'talent_acquisition', 'pharma', 'consulting', 'investment_banking']",5,0.45385286
2665,2665,Data Analyst - HR,"['excel', 'power_bi', 'vba', 'hr_mis', 'power_apps', 'data_analysis', 'power_automate', 'dashboards']",3,0.55217177
2666,2666,Data Analyst,"['analytical', 'r', 'tableau', 'sql', 'microstrategy', 'python', 'it_skills', 'analytical_skills']",4,0.49367204
2667,2667,Big Data Developer,"['pyspark', 'hive', 'hadoop']",7,0.72898895
2668,2668,Sr. Azure Data Engineer - WFH - Quick Joiners Only,"['azure_data_factory', 'pyspark', 'python', 'azure_services_data_factory', 'azure_data_lake_analytics', 'databricks', 'hive', 'azure_data']",7,0.7419133
2670,2670,Sr Big Data Engineer - Leading Company - Bangalore,"['java', 'hadoop', 'sqoop', 'hive', 'cloud_bigdata', 'spark_streaming', 'pig', 'sql']",7,0.7445518
2671,2671,Senior Technical Lead (Data Engineer),"['j2ee', 'servlets', 'spring_security', 'mysql', 'hibernate', '-', 'postgres', 'rest_api']",2,0.54116786
2672,2672,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'python', 'data_science', 'big_data', 'aws', 'tableau', 'engineering_services']",1,0.7359415
2673,2673,Senior Technical Lead - Data Engineer,"['communication', 'selenium', 'qa_automation', 'api_testing', 'cypress', 'java', 'micro_services_architecture', 'aws']",7,0.8721977
2674,2674,Senior Technical Lead (Data Engineer),"['aws_lambda', 'dynamodb', 'xml', 'no_-_sql', 'json', 'lambda', 'kinesis', 'sqs']",3,0.2354118
2675,2675,Senior Technical Lead (Data Engineer),"['s3', 'docker', 'ec2', 'spring_mvc', 'jsp_technologies', 'data_structures', 'spring_boot', 'apache']",3,0.44058254
2676,2676,Senior Technical Lead (Data Engineer),"['jms', 'san', 'hibernate', 'xml', 'jsp', 'mysql', 'java_software_engineer', 'agile']",2,0.7700905
2677,2677,Sr Data Engineer / Lead Data Engineer,"['debugging', 'olap', 'azure_data_pipeline', 'azure', 'sql_server', 'azure_data_factory', 'java', 'c#']",7,0.484999
2678,2678,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'j2ee', 'testing', 'html', 'javascript', 'aws', 'jms']",1,0.8864824
2679,2679,Senior Technical Lead (Data Engineer),"['react_js', 'java_script', 'java', 'written', 'j2ee', 'data_structures', 'android', 'web_services']",7,0.34222895
2680,2680,Senior Data Engineer-Lead/Architect,"['it_skills', 'cloud', 'devops', 'aws', 'change_management', 'lead_architect', 'data_management', 'architecture']",1,0.45768476
2681,2681,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'j2ee', 'testing', 'html', 'javascript', 'aws', 'jms']",1,0.88649815
2682,2682,Senior Technical Lead (Data Engineer),"['architect', 'san', 'data_analysis', 'debugging', 'agile', 'customer_service', 'information_technology', 'analytics']",2,0.570612
2683,2683,Senior Technical Lead (Data Engineer),"['excel', 'hlookup', 'vlookup', 'communication', 'tableau', 'vba', 'power_bi', 'engineering_services']",4,0.3492377
2684,2684,Senior Technical Lead (Data Engineer),"['san', 'version_control', 'debugging', 'agile', 'data_structures', 'application_development', 'mvc', 'customer_service']",2,0.88102496
2685,2685,Data Engineer / Sr. Data Engineer / Lead Data Engineer,"['erp', 'data_management', 'data_modeling', 'coding', 'project_management', 'agile', 'customer_service', 'jira']",2,0.54365766
2686,2686,Senior Technical Lead - Data Engineer,"['it_skills', 'java', 'python', 'software_development', 'testing', 'selenium', 'maven', 'automation']",1,0.8849022
2687,2687,Senior Technical Lead (Data Engineer),"['object_-_oriented_concepts', 'mvp', 'debugging', 'written_communication', 'java', 'espresso', 'kotlin', 'data_structures']",6,0.6255671
2688,2688,Senior Technical Lead (Data Engineer),"['it_skills', 'testing', 'cloud', 'javascript', 'engineering_services', 'coding', 'analytical', 'debugging']",2,0.42081648
2689,2689,Senior Technical Lead (Data Engineer),"['it_skills', 'html', 'css', 'javascript', 'engineering_services', 'san', 'analytical', 'debugging']",2,0.5161251
2690,2690,Senior Technical Lead (Data Engineer),"['object_-_oriented_concepts', 'android_studio', 'mobx', 'flexbox', 'verbal', 'written_communication', 'reactnative', 'redux']",6,0.7642142
2691,2691,Senior Technical Lead (Data Engineer),"['engineering_services', 'san', 'data_validation', 'nosql', 'data_modeling', 'service_engineering', 'agile', 'customer_service']",2,0.6303639
2692,2692,Senior Technical Lead (Data Engineer),"['adobe_suite', 'zeplin', 'figma', 'illustrator', 'photoshop', 'sketch', 'communication', 'agile_methodology']",3,0.7570626
2693,2693,Senior Technical Lead (Data Engineer),"['redshift', 'cloud_data_framework', 'presales', 'data_ingestion_cloud_data_management', 'analytical', 'azure', 'aws', 'big_query']",3,0.3725083
2694,2694,Senior Technical Lead (Data Engineer),"['cloud', 'analytical', 'written', 'verbal_communication', 'it_skills', 'engineering_services', 'san', 'iso_13485']",1,0.5631257
2695,2695,Lead Data Engineer / Senior Data Engineer,"['python', 'data_engineering', 'data_modeling', 'azure', 'sql_queries', 'airflow', 'pyspark', 'etl_tool']",0,0.66602486
2696,2696,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'j2ee', 'testing', 'html', 'javascript', 'aws', 'jms']",1,0.8864921
2697,2697,Senior Technical Lead (Data Engineer),"['engineering_services', 'san', 'debugging', 'javascript', 'agile', 'data_structures', 'mongodb', 'customer_service']",2,0.7680616
2698,2698,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'j2ee', 'testing', 'html', 'javascript', 'aws', 'jms']",1,0.8864924
2699,2699,Senior Technical Lead (Data Engineer),"['engineering_services', 'san', 'tdd', 'conflict_resolution', 'agile', 'scrum', 'business_modeling', 'customer_service']",2,0.6520927
2700,2700,Senior Technical Lead - Data Engineer,"['engineering_services', 'patch_management', 'root_cause_analysis', 'automation', 'product_engineering', 'process_improvement', 'agile', 'incident_management']",5,0.673458
2701,2701,Senior Lead Engineer Data & Analytics,"['project_management', 'ssrs', 'lead', 'active_directory', 'html', 'ssis', 'business_intelligence', 'troubleshooting']",5,0.7796039
2702,2702,Senior Technical Lead (Data Engineer),"['jms', 'san', 'hibernate', 'multithreading', 'xml', 'jsp', 'mysql', 'java_software_engineer']",2,0.66182417
2703,2703,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'j2ee', 'aws', 'sap', 'san', 'backend', 'business_analysis']",1,0.564302
2704,2704,Senior Technical Lead (Data Engineer),"['it_skills', 'testing', 'engineering_services', 'payroll', 'talent_acquisition', 'process_improvement', 'analytical', 'data_quality']",5,0.34843335
2705,2705,Senior Technical Lead (Data Engineer),"['communication', 'java_6', 'ooad', 'optimization', 'micro_services_architecture', 'machine_learning', 'data_structures', 'it_skills']",3,0.3127013
2706,2706,Senior Technical Lead (Data Engineer),"['unit_testing', 'mysql', 'logging_framework', 'ec2', 'hibernate', 'jsp', 'data_structures', 'rest_api']",0,0.47053722
2707,2707,Senior Lead Engineer Data & Analytics,"['project_management', 'ssrs', 'lead', 'active_directory', 'html', 'ssis', 'business_intelligence', 'troubleshooting']",5,0.7796039
2708,2708,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'j2ee', 'testing', 'html', 'javascript', 'aws', 'jms']",1,0.88649577
2709,2709,Data Engineer / Sr. Data Engineer / Lead Data Engineer,"['data_science', 'java', 'hive', 'data_management', 'big_data', 'e_-_commerce', 'spark', 'data_modeling']",7,0.46722835
2711,2711,JUNIOR BIG DATA ANALYST IN,"['google_analytics', 'web_analytics', 'quantitative_research', 'mysql', 'data_collection', 'data_quality', 'oracle', 'digital_marketing']",5,0.44050255
2712,2712,Fresher Job - Junior MIS Executive / Data Analyst,"['excel', 'excel_sheet', 'jira', 'confluence', 'ms_office', 'it_skills', 'project_management', 'bpo']",3,0.4949433
2713,2713,Data Engineer,"['staffing', 'analytics', 'sql', 'network_services', 'big_data', 'cosmos', 'operations', 'customer_acquisition']",5,0.49068367
2714,2714,Scientist I - Strain Engineering,"['biotechnology', 'data_analysis', 'interpersonal_skills', 'construction', 'academic_research', 'manager_technology', 'genetics', 'molecular_biology']",5,0.53926384
2715,2715,Data Engineer | Leading Product Company | Bangalore,"['sql_development', 'informatica_development', 'data_modeling', 'etl', 'talend_development', 'it_skills', 'python', 'software_development']",4,0.60576093
2716,2716,Lead Data Engineer,"['database_design', 'data_warehousing', 'etl_tool', 'sql', 'gcp', 'ftp', 'matillion', 'digital_marketing']",0,0.51068157
2717,2717,Data Engineer,"['mysql', 'javascript', 'troubleshooting', 'sql', 'python', 'coding', 'agile', 'scrum']",2,0.5760642
2718,2718,Lead Data Engineer - MSBI / Azure,"['it_skills', 'java', 'business_intelligence', 'power_bi', 'ssas', 'c_#', 'sql_server', 'msbi']",0,0.4486065
2719,2719,Lead Data Engineer,"['computer_science', 'database_design', 'data_modeling', 'reconciliation', 'representative', 'distribution_system', 'data_warehousing', 'monitoring']",2,0.5202217
2720,2720,Big Data Engineer/Lead,"['it_skills', 'python', 'elastic_search', 'big_data', 'aws', 'tableau', 'power_bi', 'linux']",1,0.42131177
2721,2721,Lead Data Engineer,"['it_skills', 'python', 'software_development', 'testing', 'data_science', 'big_data', 'linux', 'coding']",1,0.6817904
2722,2722,Data Engineering Lead,['social_media'],5,0.5530395
2723,2723,Lead Software Engineers: Java and Big Data,"['debugging', 'kafka', 'scala_programming', 'spark', 'core_java', 'emr', 'data_structure', 'java']",7,0.4066737
2724,2724,Lead Software Engineer: Big Data/Cloud Technologies,"['maven', 'core_java', 'linux', 'hp_data_protector', 'coding', 'data_processing', 'data_structures', 'apache']",2,0.76702756
2725,2725,Senior Data Engineer - Remote,"['it_skills', 'azure', 'azure_data_factory', 'sparkpools', 'databricks', 'airflow', 'hive', 'hadoop']",7,0.61930776
2726,2726,Senior Big Data Engineer,"['san', 'performance_tuning', 'automation', 'nosql', 'debugging', 'machine_learning', 'big_data', 'troubleshooting']",2,0.60181725
2727,2727,Azure Senior Data Engineer,"['apache_spark', 'etl', 'devops', 'python', 'microsoft_azure', 'business_intelligence', 'databricks', 'it_skills']",1,0.38046545
2728,2728,Senior Data Engineer,"['azure', 'arm_templates', 'adf', 'analysis_services', 'pyspark', 'scala', 'spark_sql', 'serverless_architecture']",0,0.3371035
2729,2729,Senior Data Engineer,"['it_skills', 'java', 'python', 'cloud', 'big_data', 'azure', 'cloud_computing', 'coding']",1,0.7718773
2730,2730,Senior Data Engineer,"['hive', 'spark', 'python', 'azure_sql', 'sql']",7,0.8138622
2731,2731,Sr. Talend Big Data Engineer,"['performance', 'azure_data_factory', 'etl', 'data_warehousing', 'apache_hive', 'rdbms', 'hive', 'adf']",0,0.64260805
2732,2732,Senior Data Engineer,"['administration', 'automation', 'data_services', 'business_intelligence', 'operations', 'analytics', 'monitoring', 'financial_services']",5,0.78199244
2733,2733,Senior Data Engineer,"['computer_science', 'metadata', 'data_management', 'project_management', 'data_structures', 'wellness', 'business_intelligence', 'analytics']",5,0.5887166
2734,2734,Senior Data Engineer,"['data_science', 'algorithms', 'software_engineering', 'postgresql', 'data_structures', 'mysql', 'computer_science', 'object_oriented_design']",6,0.38737464
2735,2735,Senior Data Engineer,"['payroll', 'business_analysis', 'consulting', 'agile', 'data_structures', 'customer_service', 'open_source', 'distribution_system']",2,0.57546103
2736,2736,Senior Data Engineer,"['api', 'graphql', 'sql_database', 'sql', 'product_management', 'computer_science', 'backend', 'web_technologies']",2,0.3503341
2737,2737,Senior Big Data Engineer,"['erp', 'ms_sql', 'data_analysis', 'nosql', 'cassandra', 'mysql', 'scrum', 'pattern_recognition']",2,0.5600383
2738,2738,Senior Data Engineer,"['java', 'python', 'scala', 'sql_database', 'sql']",7,0.8129215
2739,2739,Senior Data Engineer,"['computer_science', 'automation', 'data_management', 'business_analytics', 'shell_scripting', 'data_integrity', 'big_data', 'monitoring']",5,0.5708074
2740,2740,Senior Data Engineer,"['it_skills', 'python', 'data_science', 'cloud', 'big_data', 'aws', 'azure', 'san']",1,0.8868048
2741,2741,Senior Data Engineer,"['aws_services', 'emr', 'lambda', 'it_skills', 'java', 'python', 'cloud', 'devops']",1,0.5265152
2742,2742,Sr Data Engineer,"['java', 'scala', 'python', 'emr', 'pyspark', 'database_structure', 'nsq', 'mysql']",0,0.4989737
2743,2743,Data Engineer / Senior Data Engineer,"['workflow_management', 'scala', 'hadoop', 'computer_science', 'data_engineer', 'data_lake', 'spark', 'aws']",7,0.65895337
2744,2744,Senior Data Engineer,"['natural_language_processing', 'cause_analysis', 'computer_vision', 'machine_learning', 'information_retrieval', 'nlp', 'software_development', 'deep_learning']",6,0.7609266
2745,2745,Data Engineer or Senior Data Engineer Position,"['spark', 'data_engineer', 'scala', 'aws', 'sql', 'it_skills', 'python', 's3']",7,0.5515053
2746,2746,Senior Data Engineer,"['hive', 'scala', 'data_structures', 'hadoop', 'data_management', 'big_data', 'data_engineer', 'data_analysis']",7,0.65888596
